date,count,count_positive,count_negative,quotient,count_mean_7,count_positive_mean_7,count_negative_mean_7,quotient_mean_7,incidence,hospitalizations,icu_ratio,icu_ratio_mean_7,phase
2022-01-11,65651,814,64837,0.0123988971988241,62706.2857142857,672.285714285714,62034,0.0107211853903915,427.3,6.35,0.12542265006563508,0.13390020659475538,Phase 7
2022-01-12,65784,873,64911,0.013270704122583,63724,710.142857142857,63013.8571428571,0.0111440408188886,453.3,6.08,0.1212217626471524,0.13085273793940747,Phase 7
2022-01-13,62126,870,61256,0.01400379873161,64102,757,63345,0.0118093039218745,482,6.02,0.11731555343890146,0.1279189246073737,Phase 7
2022-01-14,64350,1014,63336,0.0157575757575758,64795.2857142857,814.571428571429,63980.7142857143,0.0125714613276539,515.4,6.13,0.11393611949785476,0.1248301027093315,Phase 7
2022-01-15,71638,945,70693,0.0131913230408442,66184.1428571429,865.571428571429,65318.5714285714,0.0130782297874545,545.3,6.21,0.11174590491410308,0.12172239785911566,Phase 7
2022-01-16,61431,1079,60352,0.0175644218716934,65719,924.142857142857,64794.8571428571,0.0140620346801208,569.7,6.28,0.10995268265297939,0.11854501629976995,Phase 7
2022-01-17,65309,1483,63826,0.0227074369535592,65184.1428571429,1011.14285714286,64173,0.0155120986918378,583.9,6.35,0.10940552609545073,0.11557145704458241,Phase 7
2022-01-18,64890,1366,63524,0.021051009400524,65075.4285714286,1090,63985.4285714286,0.0167497936460547,618.8,6.57,0.10616192978266062,0.11281992557558607,Phase 7
2022-01-19,67606,1514,66092,0.0223944620299973,65335.7142857143,1181.57142857143,64154.1428571429,0.0180846179075107,667.6,6.88,0.10225192965703828,0.1101099494341412,Phase 7
2022-01-20,66963,1602,65361,0.0239236593342592,66026.7142857143,1286.14285714286,64740.5714285714,0.0194791285778267,729.8,7.25,0.09722663699936428,0.10724010422849302,Phase 7
2022-01-21,70243,1635,68608,0.0232763407029882,66868.5714285714,1374.85714285714,65493.7142857143,0.0205605879336865,802.5,7.61,0.09625029854310962,0.10471355837781514,Phase 7
