date,count,count_positive,count_negative,quotient,count_mean_7,count_positive_mean_7,count_negative_mean_7,quotient_mean_7,incidence,hospitalizations,icu_ratio,icu_ratio_mean_7
2021-04-11,3996,20,3976,0.005005005005005,6677,25,6652,0.00374419649543208,139.9,9.11,0.1734902376267595,0.16729835309011182
2021-04-12,7530,27,7503,0.00358565737051793,7494.28571428571,24.5714285714286,7469.71428571429,0.00327868852459016,142,9.21,0.17529610829103215,0.1697936678493036
2021-04-13,7594,19,7575,0.00250197524361338,8059.85714285714,22.4285714285714,8037.42857142857,0.00278275049185558,148.1,9.61,0.17557251908396945,0.1714344676472099
2021-04-14,8578,14,8564,0.00163208207041268,8194.71428571429,21.1428571428571,8173.57142857143,0.00258006031762634,166.4,9.97,0.17505797860402483,0.1726412621092445
2021-04-15,9765,18,9747,0.00184331797235023,8315.57142857143,18.8571428571429,8296.71428571429,0.00226769056331495,172.2,9.79,0.17521415478995997,0.1736621166097698
2021-04-16,14555,23,14532,0.00158021298522844,8654,19.2857142857143,8634.71428571429,0.00222853181022814,171.4,9.63,0.17748155914179803,0.17475938549485232
2021-04-17,10752,41,10711,0.00381324404761905,8967.14285714286,23.1428571428571,8944,0.00258085072486857,171.1,9.53,0.18021613887110743,0.17604695662980735
2021-04-18,5073,17,5056,0.00335107431500099,9121,22.7142857142857,9098.28571428571,0.00249032844143029,170.7,9.53,0.18335983041865395,0.17745689845722082
2021-04-19,9058,42,9016,0.00463678516228748,9339.28571428571,24.8571428571429,9314.42857142857,0.00266156787762906,170.6,9.51,0.18524639423076922,0.17887836787718328
2021-04-20,9035,19,9016,0.00210293303818484,9545.14285714286,24.8571428571429,9520.28571428571,0.00260416666666667,170.8,9.6,0.18580992631933277,0.1803408546250923
2021-04-21,9646,22,9624,0.00228073812979473,9697.71428571429,26,9671.71428571429,0.00268104413411113,172.3,9.69,0.18657190948195249,0.18198570189336769
2021-04-22,11061,15,11046,0.00135611608353675,9882.85714285714,25.5714285714286,9857.28571428571,0.00258745302110437,173.3,9.66,0.18874271191508446,0.18391835291124262
2021-04-23,15717,23,15694,0.00146338359737863,10048.8571428571,25.5714285714286,10023.2857142857,0.00254471013050525,173.8,9.75,0.1891821074302826,0.18558985980959755
2021-04-24,11858,21,11837,0.00177095631641086,10206.8571428571,22.7142857142857,10184.1428571429,0.0022253946926436,173.6,9.78,0.18915154709026574,0.18686634669804875
2021-04-25,5674,23,5651,0.00405357772294677,10292.7142857143,23.5714285714286,10269.1428571429,0.00229010812086219,174,9.76,0.19053366019234397,0.1878911795228616
2021-04-26,10997,25,10972,0.00227334727652996,10569.7142857143,21.1428571428571,10548.5714285714,0.00200032437692599,173.8,9.67,0.19197600299962506,0.18885255220412672
2021-04-27,11322,34,11288,0.003003003003003,10896.4285714286,23.2857142857143,10873.1428571429,0.00213700426089807,173.7,9.48,0.18952805119952093,0.18938371290129646
2021-04-28,12787,14,12773,0.00109486196918746,11345.1428571429,22.1428571428571,11323,0.00195174775863806,170.4,9.17,0.1887272319257957,0.18969161610755977
2021-04-29,13532,25,13507,0.00184747265740467,11698.1428571429,23.5714285714286,11674.5714285714,0.00201497185145383,165.2,8.95,0.1878826340152307,0.1895687478361521
2021-04-30,19267,26,19241,0.00134945762184045,12205.2857142857,24,12181.2857142857,0.00196636117841216,160.3,8.64,0.1875536640907903,0.18933611307336748
2021-05-01,10424,17,10407,0.00163085188027629,12000.4285714286,23.4285714285714,11977,0.00195231122697999,155.8,8.38,0.18867000640325435,0.18926732154665157
2021-05-02,7584,19,7565,0.00250527426160338,12273.2857142857,22.8571428571429,12250.4285714286,0.00186234912062202,152.2,8.26,0.18999395405078598,0.18919022066928615
2021-05-03,14060,36,14024,0.00256045519203414,12710.8571428571,24.4285714285714,12686.4285714286,0.00192186657076065,149.8,8.17,0.18812699605485628,0.18864036253431918
2021-05-04,13008,14,12994,0.00107626076260763,12951.7142857143,21.5714285714286,12930.1428571429,0.00166552690211996,146.1,7.99,0.18598190486916694,0.18813377020141148
2021-05-05,12916,11,12905,8.5165685970888e-4,12970.1428571429,21.1428571428571,12949,0.00163011752266194,140.9,7.74,0.1816305082201036,0.18711995252916974
2021-05-06,15961,30,15931,0.00187958147985715,13317.1428571429,21.8571428571429,13295.2857142857,0.00164127869555889,136,7.52,0.1791864049928566,0.18587763409740202
2021-05-07,23631,20,23611,8.4634590156997e-4,13940.5714285714,21,13919.5714285714,0.00150639449090015,130.8,7.3,0.17621544148153737,0.18425788801036588
2021-05-08,19417,21,19396,0.00108152649739919,15225.2857142857,21.5714285714286,15203.7142857143,0.00141681601095921,126.4,7.06,0.17486525468761863,0.1822857806224179
2021-05-09,9972,10,9962,0.00100280786201364,15566.4285714286,20.2857142857143,15546.1428571429,0.0013031707428991,122.8,6.78,0.17454393114217162,0.18007863449261585
2021-05-10,17393,28,17365,0.00160984304030357,16042.5714285714,19.1428571428571,16023.4285714286,0.00119325366435733,121.2,6.65,0.17365927610384688,0.17801181735675736
2021-05-11,16727,19,16708,0.00113588808513182,16573.8571428571,19.8571428571429,16554,0.00119810027840747,119.1,6.43,0.16865191907733032,0.17553610510078071
2021-05-12,21462,24,21438,0.00111825552138664,17794.7142857143,21.7142857142857,17773,0.00122026605011119,114,6.24,0.16512514628713806,0.1731781962532142
2021-05-13,13024,22,13002,0.00168918918918919,17375.1428571429,20.5714285714286,17354.5714285714,0.00118395737753441,108.7,5.99,0.1616825626021203,0.17067764734025187
2021-05-14,25885,41,25844,0.00158392891636083,17697.1428571429,23.5714285714286,17673.5714285714,0.00133193412980304,99.8,5.47,0.15925460157768379,0.16825467021112994
2021-05-15,18460,18,18442,9.7508125677139e-4,17560.4285714286,23.1428571428571,17537.2857142857,0.00131789819643191,90.4,5.03,0.15644124847001223,0.16562266932290046
2021-05-16,8709,9,8700,0.00103341370995522,17380,23,17357,0.00132336018411968,86.3,4.95,0.15583071379283908,0.1629493525587101
2021-05-17,17639,35,17604,0.00198423946935767,17415.1428571429,24,17391.1428571429,0.00137811100356012,85,4.9,0.1529349026777892,0.159988727783559
2021-05-18,17060,36,17024,0.00211019929660023,17462.7142857143,26.4285714285714,17436.2857142857,0.00151342861116338,82.4,4.73,0.14731922331572747,0.15694119981761573
2021-05-19,18760,15,18745,7.9957356076759e-4,17076.7142857143,25.1428571428571,17051.5714285714,0.00147234747400386,77.1,4.37,0.14095057034220532,0.15348768896833961
2021-05-20,21576,29,21547,0.00134408602150538,18298.4285714286,26.1428571428571,18272.2857142857,0.00142869411112586,70.9,4.05,0.1366939319003234,0.14991788458236863
2021-05-21,37478,40,37438,0.00106729281178291,19954.5714285714,26,19928.5714285714,0.00130295957961656,69.4,3.97,0.13248645761806668,0.14609386401670904
2021-05-22,35005,39,34966,0.00111412655334952,22318.1428571429,29,22289.1428571429,0.001299391270395,69.3,3.89,0.1287774198496702,0.14214188849951734
2021-05-23,20836,23,20813,0.00110385870608562,24050.5714285714,31,24019.5714285714,0.0012889506634829,66,3.61,0.12713136522843616,0.1380419815617455
2021-05-24,19565,16,19549,8.1778686429849e-4,24325.7142857143,28.2857142857143,24297.4285714286,0.00116279069767442,63.3,3.37,0.1245618765165813,0.13398869211014436
2021-05-25,27038,38,27000,0.00140542939566536,25751.1428571429,28.5714285714286,25722.5714285714,0.00110952079796736,59.1,2.97,0.12179143360662019,0.13034186500884332
2021-05-26,24866,33,24833,0.00132711332743505,26623.4285714286,31.1428571428571,26592.2857142857,0.00116975381511451,48.8,2.64,0.11456503475139387,0.12657250278158455
2021-05-27,27398,38,27360,0.0013869625520111,27455.1428571429,32.4285714285714,27422.7142857143,0.00118114743009376,43.8,2.47,0.10842636488759749,0.1225342789226237
2021-05-28,42472,36,42436,8.4761725372009e-4,28168.5714285714,31.8571428571429,28136.7142857143,0.00113094634344254,41.8,2.33,0.10365198711063373,0.11841506885013328
2021-05-29,43589,36,43553,8.2589644176283e-4,29394.8571428571,31.4285714285714,29363.4285714286,0.00106918605781381,38.9,2.17,0.10008102164435356,0.1143155833922309
2021-05-30,26019,23,25996,8.8396940697182e-4,30135.2857142857,31.4285714285714,30103.8571428571,0.00104291599311675,36.4,2.1,0.09745992410748858,0.1100768060892384
2021-05-31,33555,27,33528,8.0464908359409e-4,32133.8571428571,33,32100.8571428571,0.00102695421384654,35.9,2.08,0.09430187372552037,0.10575394854765825
2021-06-01,36063,25,36038,6.9323128968749e-4,33423.1428571429,31.1428571428571,33392,9.3177524555269e-4,36.7,2.12,0.08722325953587623,0.1008156379661234
2021-06-02,41466,27,41439,6.5113587035161e-4,35794.5714285714,30.2857142857143,35764.2857142857,8.4609797175948e-4,38.4,2.05,0.08227363260303355,0.09620258051635765
2021-06-03,39339,22,39317,5.5924146521263e-4,37500.4285714286,28,37472.4285714286,7.4665813343085e-4,35.2,1.81,0.07810101320233344,0.09187038741846278
2021-06-04,56217,16,56201,2.8461141647544e-4,39464,25.1428571428571,39438.8571428571,6.3710868494975e-4,30.6,1.64,0.07570165321030373,0.0878774825755585
2021-06-05,47456,21,47435,4.4251517194875e-4,40016.4285714286,23,39993.4285714286,5.7476393624047e-4,27.1,1.48,0.0731650845103033,0.0840323486992656
2021-06-06,29459,10,29449,3.3945483553413e-4,40507.8571428571,21.1428571428571,40486.7142857143,5.2194459628643e-4,25.4,1.41,0.07176607281177382,0.08036179851416349
2021-06-07,34623,12,34611,3.4659041677497e-4,40660.4285714286,19,40641.4285714286,4.6728479427172e-4,24.8,1.37,0.06911555196180355,0.07676375254791823
2021-06-08,32915,17,32898,5.1648184718213e-4,40210.7142857143,17.8571428571429,40192.8571428571,4.4408917310596e-4,24,1.3,0.06515819750719079,0.07361160082953459
2021-06-09,34247,9,34238,2.627967413204e-4,39179.4285714286,15.2857142857143,39164.1428571429,3.9014643253019e-4,22.1,1.22,0.06108329192309162,0.0705844093038286
2021-06-10,35158,7,35151,1.991012002958e-4,38582.1428571429,13.1428571428571,38569,3.406461168194e-4,20.1,1.14,0.05761804626266488,0.06765827116959024
2021-06-11,47718,15,47703,3.1434678737583e-4,37368,13,37355,3.47891243845e-4,19.4,1.12,0.05445411665452314,0.06462290880447873
2021-06-12,40664,20,40644,4.918355301987e-4,36397.7142857143,12.8571428571429,36384.8571428571,3.5324039186134e-4,18.8,1.09,0.05174738951180981,0.06156323809040823
2021-06-13,24389,8,24381,3.2801672885317e-4,35673.4285714286,12.5714285714286,35660.8571428571,3.5240314920268e-4,17.6,1.01,0.051809656668991705,0.058712321498582215
2021-06-14,31966,12,31954,3.7539886129012e-4,35293.8571428571,12.5714285714286,35281.2857142857,0.00035619310523482003,16.9,0.97,0.04923892988929889,0.055872804059652975
2021-06-15,28963,19,28944,6.5600939129233e-4,34729.2857142857,12.8571428571429,34716.4285714286,3.7021040291232e-4,16,0.93,0.046264026655432576,0.05317363679511609
2021-06-16,28194,5,28189,1.7734269702773e-4,33864.5714285714,12.2857142857143,33852.2857142857,3.6278959890656e-4,13.7,0.83,0.04346494083406732,0.050656729496684046
2021-06-17,30200,6,30194,1.9867549668874e-4,33156.2857142857,12.1428571428571,33144.1428571429,3.6623092367747e-4,12,0.77,0.04101127906084555,0.04828433418213843
2021-06-18,44146,6,44140,1.3591265346803e-4,32646,10.8571428571429,32635.1428571429,3.3257191867741e-4,10.7,0.71,0.03880585545779383,0.046048868296891386
2021-06-19,35875,9,35866,2.5087108013937e-4,31961.8571428571,9.28571428571429,31952.5714285714,2.9052486669378e-4,9.7,0.66,0.03726156459958298,0.043979464738001836
2021-06-20,23439,4,23435,1.70655744699e-4,31826.1428571429,8.71428571428571,31817.4285714286,2.7380904288029e-4,9,0.66,0.036113266097750195,0.041737123227824476
2021-06-21,31287,12,31275,3.8354588167609e-4,31729.1428571429,8.71428571428571,31720.4285714286,2.7464611173144e-4,8.8,0.64,0.03429122468659595,0.039601736770295486
2021-06-22,28446,12,28434,4.2185192997258e-4,31655.2857142857,7.71428571428571,31647.5714285714,2.4369660675039e-4,8.4,0.6,0.032693565137120656,0.03766309941053664
2021-06-23,31392,8,31384,2.5484199796126e-4,32112.1428571429,8.14285714285714,32104,2.5357563894388e-4,7.6,0.57,0.031142001382382305,0.03590267948886735
2021-06-24,31654,8,31646,2.5273267201617e-4,32319.8571428571,8.42857142857143,32311.4285714286,2.6078615976909e-4,7,0.54,0.029933907162619122,0.03432019778912072
2021-06-25,43982,6,43976,1.3641944431813e-4,32296.4285714286,8.42857142857143,32288,2.6097534004202e-4,6.6,0.51,0.028308427052842398,0.03282056515984194
2021-06-26,35880,10,35870,2.7870680044593e-4,32297.1428571429,8.57142857142857,32288.5714285714,2.6539278131634e-4,6.2,0.48,0.02782635731219152,0.031472678404500305
2021-06-27,22220,3,22217,1.3501350135013e-4,32123,8.42857142857143,32114.5714285714,2.6238431742276e-4,5.9,0.46,0.027500779058896852,0.030242323113235544
2021-06-28,27578,7,27571,2.5382551309014e-4,31593.1428571429,7.71428571428571,31585.4285714286,2.4417595138185e-4,5.8,0.44,0.026629048465641184,0.029147726510242004
2021-06-29,23801,8,23793,3.3612033107852e-4,30929.5714285714,7.14285714285714,30922.4285714286,2.3093941535377e-4,5.7,0.42,0.025555170688527112,0.028127955874728643
2021-06-30,27132,4,27128,1.4742739200943e-4,30321,6.57142857142857,30314.4285714286,2.1672862278383e-4,5.5,0.4,0.023638113570741096,0.02705597190163704
2021-07-01,29596,5,29591,1.6894174888498e-4,30027,6.14285714285714,30020.8571428571,2.0457778475562e-4,5.5,0.39,0.022736030828516378,0.026027703853908075
2021-07-02,42700,6,42694,1.4051522248243e-4,29843.8571428571,6.14285714285714,29837.7142857143,2.0583321765187e-4,5.3,0.4,0.02197759452310565,0.025123299206802827
2021-07-03,34821,9,34812,2.5846471956577e-4,29692.5714285714,6,29686.5714285714,2.0207074400523e-4,5.3,0.4,0.021502428325238916,0.024219880780095314
2021-07-04,21072,3,21069,1.4236902050113e-4,29528.5714285714,6,29522.5714285714,2.0319303338171e-4,5.3,0.39,0.021534955004519196,0.023367620200898505
2021-07-05,28658,5,28653,1.7447135180403e-4,29682.8571428571,5.71428571428571,29677.1428571429,1.9251131003946e-4,5.3,0.39,0.02048127092905537,0.02248936626710053
2021-07-06,23935,4,23931,1.6711928138709e-4,29702,5.14285714285714,29696.8571428571,1.7314851332762e-4,5.3,0.4,0.019737862571738794,0.021658322250416487
2021-07-07,22383,8,22375,3.5741410892195e-4,29023.5714285714,5.71428571428571,29017.8571428571,1.9688430585976e-4,5.5,0.4,0.01875968992248062,0.020961404586379274
2021-07-08,25276,8,25268,3.1650577623041e-4,28406.4285714286,6.14285714285714,28400.2857142857,2.1624883703387e-4,5.6,0.4,0.018217760378309238,0.020315937379206825
2021-07-09,36080,16,36064,4.4345898004434e-4,27460.7142857143,7.57142857142857,27453.1428571429,2.7571855898036e-4,5.9,0.38,0.01764843384759233,0.019697485854133494
2021-07-10,31423,14,31409,4.4553352639786e-4,26975.2857142857,8.28571428571429,26967,3.0715946342419e-4,6.3,0.4,0.01708898055391868,0.01906699331537346
2021-07-11,20869,10,20859,4.791796444487e-4,26946.2857142857,9.28571428571429,26937,3.4460089914326e-4,6.6,0.44,0.017058242843040475,0.018427463006590785
2021-07-12,26861,13,26848,4.8397304642418e-4,26689.5714285714,10.4285714285714,26679.1428571429,3.9073581441654e-4,6.7,0.44,0.017006802721088437,0.017931110405452654
2021-07-13,21775,4,21771,1.8369690011481e-4,26381,10.4285714285714,26370.5714285714,3.9530614565677e-4,7,0.44,0.015858755517362603,0.017376952254827483
2021-07-14,22076,12,22064,5.4357673491574e-4,26337.1428571429,11,26326.1428571429,4.1766109785202e-4,7.9,0.45,0.015532313456134874,0.01691589847392095
2021-07-15,22593,8,22585,3.540919753906e-4,25953.8571428571,11,25942.8571428571,4.2382910329871e-4,8.7,0.47,0.015474794841735053,0.01652404625441035
2021-07-16,30438,15,30423,4.9280504632367e-4,25147.8571428571,10.8571428571429,25137,4.317323259579e-4,9.3,0.48,0.01492713666797952,0.01613528951446566
2021-07-17,27674,11,27663,3.9748500397485e-4,24612.2857142857,10.4285714285714,24601.8571428571,4.2371405685894e-4,10.1,0.48,0.014721013058963197,0.015797008443757737
2021-07-18,19498,9,19489,4.6158580367217e-4,24416.4285714286,10.2857142857143,24406.1428571429,4.2126203083404e-4,10.7,0.48,0.014721638030236895,0.015463207756214369
2021-07-19,25899,22,25877,8.4945364685895e-4,24279,11.5714285714286,24267.4285714286,4.7660235476867e-4,10.9,0.5,0.014462566319512675,0.015099745413132117
2021-07-20,20674,10,20664,4.8369933249492e-4,24121.7142857143,12.4285714285714,24109.2857142857,5.1524411911022e-4,11.7,0.54,0.01415242276932727,0.014855983591984211
2021-07-21,21177,23,21154,0.00108608395901214,23993.2857142857,14,23979.2857142857,5.8349657344614e-4,12.4,0.57,0.014023096865425407,0.01464038122188286
2021-07-22,21731,13,21718,5.9822373567714e-4,23870.1428571429,14.7142857142857,23855.4285714286,6.1643056777444e-4,13.2,0.6,0.01391235999213991,0.014417176243369268
2021-07-23,30635,19,30616,6.2020564713562e-4,23898.2857142857,15.2857142857143,23883,6.3961551336617e-4,14,0.65,0.01404505464157494,0.01429116452531147
2021-07-24,25969,25,25944,9.6268627979514e-4,23654.7142857143,17.2857142857143,23637.4285714286,7.3075134524679e-4,14.6,0.69,0.014021467897175902,0.014191229502198999
2021-07-25,19234,16,19218,8.3186024747842e-4,23617,18.2857142857143,23598.7142857143,7.7426067179211e-4,15,0.71,0.0147614689849998,0.014196919638593701
2021-07-26,24339,24,24315,9.8607173671884e-4,23394.1428571429,18.5714285714286,23375.5714285714,7.9384949834818e-4,15.2,0.71,0.014555638830815353,0.01421021571163694
2021-07-27,20231,8,20223,3.9543275171766e-4,23330.8571428571,18.2857142857143,23312.5714285714,7.8375664356217e-4,15.5,0.69,0.014536025771980828,0.014265016140587448
2021-07-28,20971,23,20948,0.00109675265843307,23301.4285714286,18.2857142857143,23283.1428571429,7.847464900987e-4,16.4,0.77,0.013998112614029569,0.014261446961816615
2021-07-29,22108,18,22090,8.1418491043966e-4,23355.2857142857,19,23336.2857142857,8.1352034106687e-4,17,0.83,0.013620127958550849,0.014219699528446749
2021-07-30,31005,15,30990,4.8379293662312e-4,23408.1428571429,18.4285714285714,23389.7142857143,7.8727182848459e-4,17.5,0.86,0.013905348818835426,0.014199741553769676
2021-07-31,32987,28,32959,8.4881923181859e-4,24410.7142857143,18.8571428571429,24391.8571428571,7.7249451353328e-4,18,0.9,0.014345320882177628,0.014246006265912778
2021-08-01,23681,21,23660,8.8678687555424e-4,25046,19.5714285714286,25026.4285714286,7.8141933128757e-4,18.5,0.91,0.014563495238857325,0.01421772430217814
2021-08-02,25231,21,25210,8.323094605842e-4,25173.4285714286,19.1428571428571,25154.2857142857,7.6043901165628e-4,18.6,0.95,0.014984539760564497,0.014278995863570874
2021-08-03,22590,15,22575,6.6401062416998e-4,25510.4285714286,20.1428571428571,25490.2857142857,7.8959305158114e-4,19.2,1.04,0.014892443463872035,0.014329912676698189
2021-08-04,25696,19,25677,7.3941469489414e-4,26185.4285714286,19.5714285714286,26165.8571428571,7.4741677486933e-4,20,1.07,0.01541122818053153,0.014531786329055612
2021-08-05,22670,17,22653,7.4988972209969e-4,26265.7142857143,19.4285714285714,26246.2857142857,7.3969324486022e-4,20.8,1.07,0.015235620644856502,0.014762570998527848
2021-08-06,31286,29,31257,9.2693217413539e-4,26305.8571428571,21.4285714285714,26284.4285714286,8.1459316502028e-4,21.9,1.12,0.015529300193622317,0.014994564052068834
2021-08-07,30959,33,30926,0.00106592590199942,26016.1428571429,22.1428571428571,25994,8.5111990906744e-4,23.1,1.15,0.016565125632142717,0.01531167901634956
2021-08-08,23537,32,23505,0.0013595615414029,25995.5714285714,23.7142857142857,25971.8571428571,9.1224329418747e-4,24.1,1.2,0.017332960581492873,0.015707316922440352
2021-08-09,24978,33,24945,0.00132116262310834,25959.4285714286,25.4285714285714,25934,9.7955050738515e-4,24.5,1.21,0.01804725531325444,0.016144847715681775
2021-08-10,20810,33,20777,0.0015857760691975,25705.1428571429,28,25677.1428571429,0.00108927618708874,25.5,1.27,0.017445752766510454,0.01650960618748726
2021-08-11,19903,42,19861,0.00211023463799427,24877.5714285714,31.2857142857143,24846.2857142857,0.00125758715538379,27.7,1.39,0.017877534947824375,0.016861935725671955
2021-08-12,20049,47,20002,0.00234425657140007,24503.1428571429,35.5714285714286,24467.5714285714,0.00145170881869381,30.2,1.55,0.018595122719930662,0.01734186459353969
2021-08-13,30436,54,30382,0.00177421474569589,24381.7142857143,39.1428571428571,24342.5714285714,0.00160541858066935,32.5,1.71,0.01894163608381674,0.017829341149281752
2021-08-14,30659,57,30602,0.00185916044228448,24338.8571428571,42.5714285714286,24296.2857142857,0.00174911370412979,35.2,1.84,0.019407072270508394,0.018235333526191135
2021-08-15,22044,43,22001,0.00195064416621303,24125.5714285714,44.1428571428571,24081.4285714286,0.00182971239763381,37.4,1.94,0.020569746160579296,0.018697731466060623
2021-08-16,20864,54,20810,0.00258819018404908,23537.8571428571,47.1428571428571,23490.7142857143,0.00200285254756775,38.5,2.03,0.021623972169512968,0.019208691016954698
2021-08-17,23605,42,23563,0.00177928404998941,23937.1428571429,48.4285714285714,23888.7142857143,0.0020231558844593,40.5,2.18,0.022747916748943563,0.01996614301444514
2021-08-18,24583,40,24543,0.00162714070699264,24605.7142857143,48.1428571428571,24557.5714285714,0.0019565722248026,44.5,2.34,0.02365744026496333,0.020791843774036423
2021-08-19,20540,41,20499,0.00199610516066212,24675.8571428571,47.2857142857143,24628.5714285714,0.00191627443828844,48.2,2.48,0.02458757597284711,0.021647908524453058
2021-08-20,29602,36,29566,0.00121613404499696,24556.7142857143,44.7142857142857,24512,0.00182085783928748,52.1,2.59,0.02582280486355895,0.022630932635844803
2021-08-21,30608,54,30554,0.00176424464192368,24549.4285714286,44.2857142857143,24505.1428571429,0.00180394073763719,55.8,2.69,0.027262551966741287,0.02375314402102093
2021-08-22,20313,27,20286,0.00132919805050953,24302.1428571429,42,24260.1428571429,0.00172824265937748,58.4,2.77,0.028674698795180722,0.024910994397392562
2021-08-23,21801,57,21744,0.00261455896518508,24436,42.4285714285714,24393.5714285714,0.00173631410331361,59.7,2.84,0.03082912875928648,0.026226016767360208
2021-08-24,18558,51,18507,0.00274814096346589,23715,43.7142857142857,23671.2857142857,0.00184331797235023,62.1,3.02,0.03193430656934307,0.027538358170274422
2021-08-25,20449,51,20398,0.00249400948701648,23124.4285714286,45.2857142857143,23079.1428571429,0.00195834954995027,66.9,3.25,0.03308925390856916,0.02888576011936097
2021-08-26,21051,47,21004,0.00223267303215999,23197.4285714286,46.1428571428571,23151.2857142857,0.00198913672697713,71.7,3.44,0.03439677010766308,0.030287073567191822
2021-08-27,27943,61,27882,0.00218301542425652,22960.4285714286,49.7142857142857,22910.7142857143,0.00216521593051399,75.2,3.57,0.036738422432282154,0.03184644750558085
2021-08-28,30853,54,30799,0.00175023498525265,22995.4285714286,49.7142857142857,22945.7142857143,0.00216192038169077,77.1,3.7,0.03908507223113965,0.03353537897192348
2021-08-29,18353,35,18318,0.00190704516972702,22715.4285714286,50.8571428571429,22664.5714285714,0.00223888106258805,79,3.83,0.04072343510835415,0.03525662701666253
2021-08-30,20285,46,20239,0.00226768548188317,22498.8571428571,49.2857142857143,22449.5714285714,0.00219058745841059,79.7,3.86,0.04258794470339827,0.036936457865821365
2021-08-31,18616,55,18561,0.00295444778685002,22507.1428571429,49.8571428571429,22457.2857142857,0.00221516978736909,80.4,3.83,0.04345757335448057,0.03858263883512672
2021-09-01,17635,50,17585,0.00283527076835838,22105.1428571429,49.7142857142857,22055.4285714286,0.00224899183124806,82.4,3.87,0.04487103527274164,0.04026575045857993
2021-09-02,17442,65,17377,0.00372663685357184,21589.5714285714,52.2857142857143,21537.2857142857,0.00242180417794305,84.8,3.88,0.045941807044410414,0.04191504144954383
2021-09-03,23951,54,23897,0.00225460314809403,21019.2857142857,51.2857142857143,20968,0.00243993611309342,86.1,3.91,0.047841811463165344,0.043501239882527146
2021-09-04,26408,56,26352,0.00212056952438655,20384.2857142857,51.5714285714286,20332.7142857143,0.00252996005326232,88.1,3.96,0.05014913501690197,0.04508182028049319
2021-09-05,15114,60,15054,0.00396982929734021,19921.5714285714,55.1428571428571,19866.4285714286,0.00276799736108024,89.4,3.95,0.05128920416052286,0.04659121585937444
2021-09-06,16007,50,15957,0.00312363341038296,19310.4285714286,55.7142857142857,19254.7142857143,0.00288519156932228,89.8,3.96,0.05215401609594445,0.04795779748688103
2021-09-07,16390,46,16344,0.00280658938377059,18992.4285714286,54.4285714285714,18938,0.00286580366612259,89.7,3.98,0.053080978987959396,0.049332569720235156
2021-09-08,15139,54,15085,0.00356694629764185,18635.8571428571,55,18580.8571428571,0.0029512997217346,90.3,3.98,0.05452258343488345,0.05071136231482684
2021-09-09,14672,41,14631,0.00279443838604144,18240.1428571429,51.5714285714286,18188.5714285714,0.00282735880828001,89.6,3.99,0.05488068561544207,0.05198834496783136
2021-09-10,20020,49,19971,0.00244755244755245,17678.5714285714,50.8571428571429,17627.7142857143,0.00287676767676768,89.2,4.03,0.05559711776981533,0.05309624586878136
2021-09-11,24206,78,24128,0.00322234156820623,17364,54,17310,0.00310988251554941,88.1,4.04,0.057010235658176624,0.05407640310324917
2021-09-12,14745,72,14673,0.00488301119023398,17311.2857142857,55.7142857142857,17255.5714285714,0.00321837942217711,87,4.01,0.05791151853328019,0.055022448013643074
2021-09-13,14443,59,14384,0.00408502388700408,17087.8571428571,57,17030.8571428571,0.00333570204405802,86.1,3.98,0.05914826498422713,0.056021626426254884
2021-09-14,12486,46,12440,0.00368412622136793,16530.1428571429,57,16473.1428571429,0.00344824606130791,85.9,3.97,0.06044430489049376,0.057073530126616936
2021-09-15,13476,48,13428,0.00356188780053428,16292.5714285714,56.1428571428571,16236.4285714286,0.00344591750841751,83.8,3.84,0.060007073525366446,0.05785702871097165
2021-09-16,14117,58,14059,0.00410852164057519,16213.2857142857,58.5714285714286,16154.7142857143,0.00361255760267153,81.5,3.77,0.061059680913925544,0.05873974232504072
2021-09-17,19089,60,19029,0.00314317146000314,16080.2857142857,60.1428571428571,16020.1428571429,0.00374016097794993,79,3.64,0.06107594936708861,0.059522432553222614
2021-09-18,21464,51,21413,0.00237607156168468,15688.5714285714,56.2857142857143,15632.2857142857,0.00358768894554726,76.3,3.52,0.06077899273685051,0.060060826421604596
2021-09-19,14383,23,14360,0.00159911006048808,15636.8571428571,49.2857142857143,15587.5714285714,0.00315189387710355,74.4,3.44,0.06152551204457093,0.06057711120893185
2021-09-20,12875,59,12816,0.00458252427184466,15412.8571428571,49.2857142857143,15363.5714285714,0.00319770136249884,73.8,3.37,0.061255316611678656,0.06087811858428206
2021-09-21,12534,51,12483,0.00406893250359023,15419.7142857143,50,15369.7142857143,0.00324260223461617,72.1,3.27,0.059453690160888646,0.060736602194338477
2021-09-22,12562,46,12516,0.0036618372870562,15289.1428571429,49.7142857142857,15239.4285714286,0.00325160711616086,69.5,3.17,0.05921364282330649,0.060623254951187054
2021-09-23,12454,44,12410,0.00353300144531877,15051.5714285714,47.7142857142857,15003.8571428571,0.00317005343533186,67.4,3.09,0.05755566082425391,0.06012268065266253
2021-09-24,17496,44,17452,0.0025148605395519,14824,45.4285714285714,14778.5714285714,0.00306452856371907,66,3.08,0.05677633923268797,0.05950845063346245
2021-09-25,19885,33,19852,0.00165954236861956,14598.4285714286,42.8571428571429,14555.5714285714,0.00293573672313067,65.4,3.03,0.05706791717998649,0.058978296982481866
2021-09-26,12798,23,12775,0.00179715580559462,14372,42.8571428571429,14329.1428571429,0.00298198878772216,64.6,2.99,0.057498898104740154,0.0584030664196489
